ID,RIO,COORD- X,COORD- Y,PUNTO,AÑOS,Nivel 10,Nivel 9,Nivel 8,Nivel 7,Nivel 6,Nivel 5,Nivel 4,Nivel 3,Nivel 2,Nivel 1,RIQUEZA ABSOLUTA,DIVERSIDAD SEGÚN SHANNON,CALIDAD DEL AGUA SEGÚN SHANNON,,ÍNDICE BMWP/Col,ÍNDICE BMWP/Col.1,Clasificar
1650,RIO YAAPI,-2.885154829,-77.91797016,P1,05/05/2022,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1651,RIO YAAPI,-2.885149246,-77.91487882,P2,09/05/2022,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1652,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/05/2022,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1653,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2022,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1654,RIO YAAPI,-2.885154829,-77.91797016,P1,04/09/2022,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1655,RIO YAAPI,-2.885149246,-77.91487882,P2,08/09/2022,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1656,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/09/2022,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1657,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,02/01/2023,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1658,RIO YAAPI,-2.885154829,-77.91797016,P1,05/01/2023,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1659,RIO YAAPI,-2.885149246,-77.91487882,P2,08/01/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1660,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/01/2023,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1661,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/05/2023,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1662,RIO YAAPI,-2.885154829,-77.91797016,P1,04/05/2023,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1663,RIO YAAPI,-2.885149246,-77.91487882,P2,09/05/2023,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1664,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,12/05/2023,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1665,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,01/09/2023,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1666,RIO YAAPI,-2.885154829,-77.91797016,P1,03/09/2023,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1667,RIO YAAPI,-2.885149246,-77.91487882,P2,06/09/2023,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1668,RIO HUAMBIAZ,-2.821492076,-77.93287875,P1,10/09/2023,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1669,RIO HUAMBIAZ,-2.819415455,-77.93550277,P2,02/01/2018,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1670,RIO TZURIN,-2.596416686,-77.76408342,P1,07/01/2018,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1671,RIO MANGOZISA,-2.623389201,-77.79072244,P2,15/01/2018,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1672,RIO TZURIN,-2.665194871,-77.79436079,P1,21/01/2018,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1673,RIO MANGOZISA,-2.581777715,-77.7651946,P2,07/05/2018,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1674,RIO TZURIN,-2.596416686,-77.76408342,P1,12/05/2018,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1675,RIO MANGOZISA,-2.623389201,-77.79072244,P2,20/05/2018,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1676,RIO TZURIN,-2.665194871,-77.79436079,P1,30/05/2018,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1677,RIO MANGOZISA,-2.581777715,-77.7651946,P2,04/09/2018,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1678,RIO TZURIN,-2.596416686,-77.76408342,P1,09/09/2018,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1679,RIO MANGOZISA,-2.623389201,-77.79072244,P2,16/09/2018,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1680,RIO TZURIN,-2.665194871,-77.79436079,P1,23/09/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1681,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/01/2019,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1682,RIO TZURIN,-2.596416686,-77.76408342,P1,05/01/2019,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1683,RIO MANGOZISA,-2.623389201,-77.79072244,P2,10/01/2019,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1684,RIO TZURIN,-2.665194871,-77.79436079,P1,15/01/2019,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1685,RIO MANGOZISA,-2.581777715,-77.7651946,P2,04/05/2019,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1686,RIO TZURIN,-2.596416686,-77.76408342,P1,08/05/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1687,RIO MANGOZISA,-2.623389201,-77.79072244,P2,11/05/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1688,RIO TZURIN,-2.665194871,-77.79436079,P1,19/05/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1689,RIO MANGOZISA,-2.581777715,-77.7651946,P2,27/05/2019,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1690,RIO TZURIN,-2.596416686,-77.76408342,P1,01/09/2019,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1691,RIO MANGOZISA,-2.623389201,-77.79072244,P2,10/09/2019,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1692,RIO TZURIN,-2.665194871,-77.79436079,P1,21/09/2019,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1693,RIO MANGOZISA,-2.581777715,-77.7651946,P2,02/01/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1694,RIO TZURIN,-2.596416686,-77.76408342,P1,05/01/2020,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1695,RIO MANGOZISA,-2.623389201,-77.79072244,P2,12/01/2020,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1696,RIO TZURIN,-2.665194871,-77.79436079,P1,17/01/2020,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1697,RIO MANGOZISA,-2.581777715,-77.7651946,P2,03/05/2020,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1698,RIO TZURIN,-2.596416686,-77.76408342,P1,09/05/2020,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1699,RIO MANGOZISA,-2.623389201,-77.79072244,P2,15/05/2020,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1700,RIO TZURIN,-2.665194871,-77.79436079,P1,25/05/2020,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1701,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/09/2020,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1702,RIO TZURIN,-2.596416686,-77.76408342,P1,08/09/2020,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1703,RIO MANGOZISA,-2.623389201,-77.79072244,P2,11/09/2020,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1704,RIO TZURIN,-2.665194871,-77.79436079,P1,23/09/2020,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1705,RIO MANGOZISA,-2.581777715,-77.7651946,P2,02/01/2021,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1706,RIO TZURIN,-2.596416686,-77.76408342,P1,05/01/2021,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1707,RIO MANGOZISA,-2.623389201,-77.79072244,P2,15/01/2021,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
1708,RIO TZURIN,-2.665194871,-77.79436079,P1,21/01/2021,12,6,4,6,0,8,0,0,0,0,36,1.73,Contaminación moderada,,49,Aguas moderadamente contaminadas,3
1709,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/05/2021,11,9,0,11,0,0,1,0,0,0,32,1.77,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1710,RIO TZURIN,-2.596416686,-77.76408342,P1,05/05/2021,10,6,4,3,8,0,0,0,0,0,31,1.63,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1711,RIO MANGOZISA,-2.623389201,-77.79072244,P2,10/05/2021,7,2,0,3,5,6,0,4,0,0,27,1.82,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1712,RIO TZURIN,-2.665194871,-77.79436079,P1,01/09/2021,11,3,0,9,0,8,0,0,0,0,31,1.47,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1713,RIO MANGOZISA,-2.581777715,-77.7651946,P2,05/09/2021,19,11,0,3,0,0,0,0,0,0,33,1.77,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1714,RIO TZURIN,-2.596416686,-77.76408342,P1,11/09/2021,11,5,31,0,0,0,0,0,0,0,47,1.61,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1715,RIO MANGOZISA,-2.623389201,-77.79072244,P2,18/09/2021,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1716,RIO TZURIN,-2.665194871,-77.79436079,P1,21/09/2021,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1717,RIO MANGOZISA,-2.581777715,-77.7651946,P2,02/01/2022,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1718,RIO TZURIN,-2.596416686,-77.76408342,P1,05/01/2022,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1719,RIO MANGOZISA,-2.623389201,-77.79072244,P2,12/01/2022,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1720,RIO TZURIN,-2.665194871,-77.79436079,P1,15/01/2022,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1721,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/05/2022,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1722,RIO TZURIN,-2.596416686,-77.76408342,P1,02/05/2022,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1723,RIO MANGOZISA,-2.623389201,-77.79072244,P2,05/05/2022,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1724,RIO TZURIN,-2.665194871,-77.79436079,P1,10/05/2022,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1725,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/09/2022,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1726,RIO TZURIN,-2.596416686,-77.76408342,P1,02/09/2022,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1727,RIO MANGOZISA,-2.623389201,-77.79072244,P2,05/09/2022,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1728,RIO TZURIN,-2.665194871,-77.79436079,P1,14/09/2022,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1729,RIO MANGOZISA,-2.581777715,-77.7651946,P2,02/01/2023,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1730,RIO TZURIN,-2.596416686,-77.76408342,P1,05/01/2023,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1731,RIO MANGOZISA,-2.623389201,-77.79072244,P2,08/01/2023,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1732,RIO TZURIN,-2.665194871,-77.79436079,P1,10/01/2023,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1733,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/05/2023,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1734,RIO TZURIN,-2.596416686,-77.76408342,P1,04/05/2023,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1735,RIO MANGOZISA,-2.623389201,-77.79072244,P2,09/05/2023,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1736,RIO TZURIN,-2.665194871,-77.79436079,P1,12/05/2023,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1737,RIO MANGOZISA,-2.581777715,-77.7651946,P2,01/09/2023,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1738,RIO TZURIN,-2.596416686,-77.76408342,P1,03/09/2023,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1739,RIO MANGOZISA,-2.623389201,-77.79072244,P2,06/09/2023,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1740,RIO TZURIN,-2.665194871,-77.79436079,P1,20/09/2023,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1741,RIO MANGOZISA,-2.581777715,-77.7651946,P2,30/09/2023,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1742,RIO MANGOZISA,-2.601805827,-77.7793335,P2,25/09/2023,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1743,RIO TZURIN,-2.654166598,-77.79172204,P3,04/01/2018,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1744,RIO TZURIN,-2.601805827,-77.7793335,P2,06/01/2018,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1745,RIO MANGOZISA,-2.654166598,-77.79172204,P3,09/05/2018,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1746,RIO TZURIN,-2.688610727,-77.79474995,P2,12/05/2018,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1747,RIO MANGOZISA,-2.56172256,-77.76449996,P3,16/09/2018,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1748,RIO TZURIN,-2.601805827,-77.7793335,P2,23/09/2018,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1749,RIO MANGOZISA,-2.654166598,-77.79172204,P3,02/01/2019,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1750,RIO TZURIN,-2.688610727,-77.79474995,P2,04/01/2019,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1751,RIO MANGOZISA,-2.56172256,-77.76449996,P3,07/05/2019,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1752,RIO TZURIN,-2.601805827,-77.7793335,P2,12/05/2019,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1753,RIO MANGOZISA,-2.654166598,-77.79172204,P3,14/09/2019,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1754,RIO TZURIN,-2.688610727,-77.79474995,P2,19/09/2019,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1755,RIO MANGOZISA,-2.56172256,-77.76449996,P3,03/01/2020,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1756,RIO TZURIN,-2.601805827,-77.7793335,P2,06/01/2020,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1757,RIO MANGOZISA,-2.654166598,-77.79172204,P3,09/05/2020,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1758,RIO TZURIN,-2.688610727,-77.79474995,P2,14/05/2020,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1759,RIO MANGOZISA,-2.56172256,-77.76449996,P3,19/09/2020,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1760,RIO TZURIN,-2.601805827,-77.7793335,P2,24/09/2020,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1761,RIO MANGOZISA,-2.654166598,-77.79172204,P3,02/01/2021,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1762,RIO TZURIN,-2.688610727,-77.79474995,P2,04/01/2021,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1763,RIO MANGOZISA,-2.56172256,-77.76449996,P3,08/05/2021,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1764,RIO TZURIN,-2.601805827,-77.7793335,P2,13/05/2021,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1765,RIO MANGOZISA,-2.654166598,-77.79172204,P3,18/09/2021,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1766,RIO TZURIN,-2.688610727,-77.79474995,P2,22/09/2021,20,0,17,1,3,0,0,0,0,0,41,1.8,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1767,RIO MANGOZISA,-2.56172256,-77.76449996,P3,03/01/2022,15,13,0,4,3,2,0,0,0,0,37,1.84,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1768,RIO TZURIN,-2.601805827,-77.7793335,P2,05/01/2022,18,11,0,13,0,0,0,0,0,0,42,1.87,Contaminación moderada,,62,Aguas ligeramente contaminadas,2
1769,RIO MANGOZISA,-2.654166598,-77.79172204,P3,04/05/2022,12,7,5,4,0,6,1,0,0,0,35,1.81,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1770,RIO TZURIN,-2.688610727,-77.79474995,P2,07/05/2022,0,0,6,9,7,0,3,4,0,0,29,1.54,Contaminación moderada,,28,Aguas muy contaminadas,4
1771,RIO MANGOZISA,-2.56172256,-77.76449996,P3,17/09/2022,2,6,9,4,0,3,0,0,0,0,24,1.48,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1772,RIO TZURIN,-2.601805827,-77.7793335,P2,24/09/2022,14,9,5,5,4,0,0,0,0,0,37,1.75,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1773,RIO MANGOZISA,-2.654166598,-77.79172204,P3,05/01/2023,8,9,0,5,3,4,0,0,0,0,29,1.53,Contaminación moderada,,37,Aguas moderadamente contaminadas,3
1774,RIO TZURIN,-2.688610727,-77.79474995,P2,09/01/2023,7,0,9,0,0,11,0,0,0,0,27,1.19,Contaminación moderada,,33,Aguas muy contaminadas,4
1775,RIO MANGOZISA,-2.56172256,-77.76449996,P3,16/05/2023,0,15,12,3,0,1,0,0,0,0,31,1.38,Contaminación moderada,,38,Aguas moderadamente contaminadas,3
1776,RIO TZURIN,-2.601805827,-77.7793335,P2,19/05/2023,15,25,0,3,0,1,0,1,0,0,45,1.65,Contaminación moderada,,53,Aguas moderadamente contaminadas,3
1777,RIO MANGOZISA,-2.654166598,-77.79172204,P3,03/09/2023,11,6,8,3,9,0,0,0,0,0,37,1.68,Contaminación moderada,,50,Aguas moderadamente contaminadas,3
1778,RIO TZURIN,-2.688610727,-77.79474995,P2,09/23/2023 ,14,3,4,4,5,0,0,0,0,0,30,1.86,Contaminación moderada,,64,Aguas ligeramente contaminadas,2
1779,RIO MANGOZISA,-2.56172256,-77.76449996,P3,10/01/2018,9,0,8,6,8,6,0,5,0,0,42,1.77,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1780,RIO PUCHIMI,-2.746100848,-72.33713719,P1,13/01/2018,1,6,4,14,6,0,0,0,0,0,31,1.66,Contaminación moderada,,47,Aguas moderadamente contaminadas,3
1781,RIO PUCHIMI,-2.75506667,-72.43414482,P2,10/01/2018,14,9,8,13,0,5,0,0,0,0,49,1.93,Contaminación moderada,,56,Aguas moderadamente contaminadas,3
1782,RIO EL CHURO,-2.656341596,-72.38992451,P1,13/01/2018,12,8,5,11,0,0,0,0,0,0,36,1.72,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1783,RIO EL CHURO,-2.728942094,-72.31106412,P2,10/05/2018,0,8,9,7,0,6,0,2,0,0,32,1.52,Contaminación moderada,,32,Aguas muy contaminadas,4
1784,RIO PUCHIMI,-2.746100848,-72.33713719,P1,13/05/2018,0,9,8,7,2,5,0,0,0,0,31,1.67,Contaminación moderada,,42,Aguas moderadamente contaminadas,3
1785,RIO PUCHIMI,-2.75506667,-72.43414482,P2,10/05/2018,9,9,13,3,3,1,0,0,0,0,38,1.82,Contaminación moderada,,59,Aguas moderadamente contaminadas,3
1786,RIO EL CHURO,-2.656341596,-72.38992451,P1,13/05/2018,21,0,0,13,0,3,0,0,0,0,37,1.93,Contaminación moderada,,66,Aguas ligeramente contaminadas,2
1787,RIO EL CHURO,-2.728942094,-72.31106412,P2,10/09/2018,10,3,6,4,0,8,0,2,0,0,33,1.81,Contaminación moderada,,52,Aguas moderadamente contaminadas,3
1788,RIO PUCHIMI,-2.746100848,-72.33713719,P1,13/09/2018,6,9,3,8,5,0,9,0,2,0,42,1.84,Contaminación moderada,,46,Aguas moderadamente contaminadas,3
1789,RIO PUCHIMI,-2.75506667,-72.43414482,P2,10/09/2018,0,5,9,5,1,0,2,0,0,0,22,1.55,Contaminación moderada,,41,Aguas moderadamente contaminadas,3
1790,RIO EL CHURO,-2.656341596,-72.38992451,P1,13/09/2018,1,9,15,11,0,0,0,0,0,0,36,1.95,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1791,RIO EL CHURO,-2.728942094,-72.31106412,P2,10/01/2019,18,8,1,1,2,3,0,0,0,0,33,1.83,Contaminación moderada,,65,Aguas ligeramente contaminadas,2
1792,RIO PUCHIMI,-2.746100848,-72.33713719,P1,13/01/2019,0,6,3,9,8,2,3,0,0,0,31,1.66,Contaminación moderada,,39,Aguas moderadamente contaminadas,3
1793,RIO PUCHIMI,-2.75506667,-72.43414482,P2,10/01/2019,9,9,0,5,3,0,1,0,3,0,30,1.79,Contaminación moderada,,48,Aguas moderadamente contaminadas,3
1794,RIO EL CHURO,-2.656341596,-72.38992451,P1,13/01/2019,12,7,12,12,0,0,0,0,0,0,43,1.71,Contaminación moderada,,51,Aguas moderadamente contaminadas,3
1795,RIO EL CHURO,-2.728942094,-72.31106412,P2,10/05/2019,4,14,0,4,9,0,1,0,2,0,34,1.83,Contaminación moderada,,57,Aguas moderadamente contaminadas,3
1796,RIO PUCHIMI,-2.746100848,-72.33713719,P1,13/05/2019,16,8,9,16,0,1,3,0,0,0,53,2.26,Contaminación moderada,,85,Aguas ligeramente contaminadas,2
1797,RIO PUCHIMI,-2.75506667,-72.43414482,P2,10/05/2019,9,9,8,4,3,0,0,0,0,0,33,1.86,Contaminación moderada,,58,Aguas moderadamente contaminadas,3
1798,RIO EL CHURO,-2.656341596,-72.38992451,P1,13/05/2019,8,13,8,8,0,0,0,0,0,0,37,1.86,Contaminación moderada,,70,Aguas ligeramente contaminadas,2
1799,RIO EL CHURO,-2.728942094,-72.31106412,P2,10/09/2019,7,9,15,0,0,0,0,0,0,0,31,1.38,Contaminación moderada,,45,Aguas moderadamente contaminadas,3
