ID,RIO,COORD- X,COORD- Y,PUNTO,FECHA,FECHA,Temperatura,Ph,Oxigeno disuelto,Solidos_Totales,Nitratos,Fosfatos,Turbiedad,DBO5,Coliformes fecales,CALIDAD AGUA NSF,Clasificacion ,Clasificar
685,RIO BLANCO,-2.357768293,-78.15378234,P2,2023//09/12,2023//09/12,19.14,7.64,6.49,91.4,4.01,0.34,2.04,8.98,1460,54.11,Regular,2
686,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2023//09/07,2023//09/07,21.59,6.48,6.19,43.74,4.27,0.29,3.25,4.96,1558,50.81,Regular,2
687,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2023//09/07,2023//09/07,16.59,7.9,6.2,85.06,2.2,0.52,4.34,2.77,1838,59.66,Regular,2
688,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2023//09/08,2023//09/08,20.28,5.42,7.32,89.75,6.68,0.72,6.33,9.25,2590,63.49,Regular,2
689,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2023//09/14,2023//09/14,17.44,6.54,7.37,80.67,4.99,0.12,4.87,4.25,2952,53.56,Regular,2
690,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2023//09/09,2023//09/09,17.63,5.48,6.15,91.61,5.58,0.72,4.97,4.2,1644,67.96,Regular,2
691,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2023//09/10,2023//09/10,17.91,6.6,5.26,73.93,5.89,0.46,2.55,4,1640,62.72,Regular,2
692,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2023//09/10,2023//09/10,19.88,6.89,5.88,42.74,2.48,0.34,9.25,5.33,1892,51.41,Regular,2
693,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2023//12/06,2023//12/06,18.39,6.28,6.32,72.62,4.16,0.6,4.82,7.98,1879,66.66,Regular,2
694,RIO UPANO,-2.130084284,-78.12424478,P1,2023//12/06,2023//12/06,20.11,7.06,7.55,63.5,6.16,0.08,0.23,3.05,2468,59.49,Regular,2
695,RIO UPANO,-2.328764298,-78.11299062,P2,2023//12/06,2023//12/06,21.95,6.25,5.27,91.08,6.51,0.52,6.59,6.82,2795,49.78,Mala,3
696,RIO UPANO,-2.231774521,-78.09417639,P3,2023//12/06,2023//12/06,19.46,6.86,6.19,69.19,3.2,0.22,8.33,3.45,2642,60.4,Regular,2
697,RIO BLANCO,-2.337242044,-78.17639222,P1,2023//12/06,2023//12/06,19.54,5.17,5.2,89.52,4.6,0.7,5.16,8.24,2506,45.65,Mala,3
698,RIO BLANCO,-2.357768293,-78.15378234,P2,2023//12/12,2023//12/12,20.44,6.68,6.31,36.32,2.01,0.34,0.44,11.27,1635,56.25,Regular,2
699,RIO YUQUIPA,-2.229761638,-78.05790705,P1,2023//12/07,2023//12/07,16.14,5.31,6.87,34.58,5.13,0.08,7.95,5.32,759,55.69,Regular,2
700,RIO YUQUIPA,-2.422662433,-78.11635141,P2,2023//12/07,2023//12/07,18.74,5.3,5.68,32.44,5.22,0.85,6.3,2.17,2436,48.7,Mala,3
701,RIO YUQUIPA,-2.437366376,-78.12228671,P3,2023//12/08,2023//12/08,21.36,7.95,7.1,85.78,4.06,0.47,2.88,11.76,2718,50.76,Regular,2
702,RIO PAN DE AZÚCAR,-3.106277981,-78.52513873,P1,2023//12/09,2023//12/09,19.02,8,6.89,58.5,5.83,0.49,8.49,9.17,2807,49.36,Mala,3
703,RIO KALAGLAS,-3.16994425,-78.55855563,P1,2023//12/09,2023//12/09,21.33,6.59,7.25,80.63,3.22,0.83,8.7,7.49,2901,56.75,Regular,2
704,RIO KALAGLAS,-3.220472257,-78.56086149,P2,2023//12/11,2023//12/11,19.73,5.16,7.14,89.25,5.54,0.61,6.67,6.12,2464,45.72,Mala,3
705,RIO JURUMBAINO,-2.341250214,-78.13202757,P1,2023//12/11,2023//12/11,20.22,6.13,5.83,92.62,5.97,0.56,1.36,9.03,2016,48.81,Mala,3
706,RIO JURUMBAINO,-2.268721819,-78.14844466,P2,2018//01/03,2018//01/03,19.93,5.49,7.73,75.44,6.38,0.25,1.39,2.44,1963,52.29,Regular,2
707,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2018//01/04,2018//01/04,19.3,7.1,9.1,80,0.1,0.03,0.74,11.8,45,74.95,Buena,1
708,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2018//01/10,2018//01/10,20.2,6.9,9.15,73,0.2,0.06,0.79,10.2,22,76.88,Buena,1
709,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2018//03/04,2018//03/04,20.3,6.9,9.25,85,0.3,0.07,0.98,10.9,33,74.88,Buena,1
710,RIO UPANO,-2.400588012,-78.1443607,P1,2018//03/10,2018//03/10,23.1,7.1,9.14,90,0.4,0.4,0.7,11.34,36,68.25,Regular,2
711,RIO UPANO,-2.507369695,-78.14980472,P2,2018//04/10,2018//04/10,22.4,7.4,9.13,110,0.5,0.29,0.89,12.25,39,69.22,Regular,2
712,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2018//04/15,2018//04/15,22.3,7.2,9.29,120,0.6,0.02,0.93,9.33,54,75.28,Buena,1
713,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2018//04/25,2018//04/25,21.4,6.8,9.35,115,0.7,0.07,1.1,8.77,76,73.18,Buena,1
714,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2018//05/07,2018//05/07,20.5,7.1,9.33,110,0.8,0.09,1.3,9.12,76,73.28, Buena,1
715,RIO UPANO,-2.400588012,-78.1443607,P1,2018//05/10,2018//05/10,20.7,6.9,9.44,83,0.9,0.3,1.7,10.12,56,68.22,Regular,2
716,RIO UPANO,-2.507369695,-78.14980472,P2,2018//06/03,2018//06/03,21.4,6.9,9.1,90,0.1,0.29,1.5,11.22,44,69.62,Regular,2
717,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2018//06/04,2018//06/04,23.1,7.2,9.22,93,0.9,0.02,1.3,10.74,63,73.21,Buena,1
718,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2018//07/10,2018//07/10,19.9,7.4,9.11,102,0.1,0.01,1.1,11.24,77,74.34,Buena,1
719,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2018//07/15,2018//07/15,22.9,7.1,9.07,110,0.4,0.04,1.2,12.2,61,72.71,Buena,1
720,RIO UPANO,-2.400588012,-78.1443607,P1,2018//08/10,2018//08/10,21.4,6.8,9.03,115,0.2,0.16,0.77,11.8,54,71.09,Buena,1
721,RIO UPANO,-2.507369695,-78.14980472,P2,2018//08/15,2018//08/15,21.8,6.7,9.1,99,0.2,0.22,0.99,10.6,65,70.05,Buena,1
722,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2018//08/20,2018//08/20,23.4,6.9,9.3,87,0.1,0.08,1.2,10.5,76,72.91,Buena,1
723,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2018//10/10,2018//10/10,22.5,6.8,9.25,92,0.1,0.07,1.2,10.3,45,73.47,Buena,1
724,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2018//10/13,2018//10/13,22.9,6.7,9.2,77,0.3,0.02,1.2,11.2,39,73.97,Buena,1
725,RIO UPANO,-2.400588012,-78.1443607,P1,2018//11/10,2018//11/10,21.4,7.1,9.23,110,0.9,0.23,0.88,11.56,44,64.55,Regular,2
726,RIO UPANO,-2.507369695,-78.14980472,P2,2019//01/03,2019//01/03,22.1,7.1,9.1,127,0.2,0.19,0.78,10.9,47,72.15,Buena,1
727,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2019//01/04,2019//01/04,20.2,7.2,9.15,80,0.2,0.01,0.74,11.2,42,75.98,Buena,1
728,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2019//01/10,2019//01/10,21.2,6.8,9.2,73,0.1,0.01,0.79,10.2,23,77.19,Buena,1
729,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2019//03/04,2019//03/04,19.3,6.7,9.28,85,0.33,0.02,0.98,10.2,32,75.55,Buena,1
730,RIO UPANO,-2.400588012,-78.1443607,P1,2019//03/10,2019//03/10,19.7,7.4,9.19,90,0.4,0.43,0.7,11.32,33,68.74,Regular,2
731,RIO UPANO,-2.507369695,-78.14980472,P2,2019//04/10,2019//04/10,22.2,7.4,9.19,110,0.5,0.24,0.89,12.22,32,70.65,Buena,1
732,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2019//04/15,2019//04/15,21.3,7.5,9.23,120,0.61,0.05,0.93,9.32,53,75.24,Buena,1
733,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2019//04/25,2019//04/25,22.5,6.9,9.33,115,0.7,0.06,1.1,8.72,72,73.74,Buena,1
734,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2019//05/07,2019//05/07,21.1,7.2,9.39,110,0.8,0.07,1.3,9.12,73,73.67,Buena,1
735,RIO UPANO,-2.400588012,-78.1443607,P1,2019//05/10,2019//05/10,22.9,6.8,9.47,83,0.9,0.8,1.7,10.12,52,63.65,Regular,2
736,RIO UPANO,-2.507369695,-78.14980472,P2,2019//06/03,2019//06/03,23.1,6.9,9.19,90,0.19,0.09,1.5,11.22,43,73.47,Buena,1
737,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2019//06/04,2019//06/04,19.9,7.7,9.24,93,0.94,0.01,1.3,10.72,64,73.52,Buena,1
738,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2019//07/10,2019//07/10,19.8,7.6,9.14,102,0.11,0.011,1.1,11.22,75,74.35,Buena,1
739,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2019//07/15,2019//07/15,19.8,7.5,9.04,110,0.45,0.02,1.2,12.2,65,73.29,Buena,1
740,RIO UPANO,-2.400588012,-78.1443607,P1,2019//08/10,2019//08/10,20.1,6.9,9.02,115,0.22,0.13,0.77,11.2,54,72.52,Buena,1
741,RIO UPANO,-2.507369695,-78.14980472,P2,2019//08/15,2019//08/15,20.4,6.8,9.12,99,0.21,0.24,0.99,10.2,65,70.35,Buena,1
742,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2019//08/20,2019//08/20,20.5,6.8,9.32,87,0.1,0.05,1.2,10.2,74,73.63,Buena,1
743,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2019//10/10,2019//10/10,22.1,6.9,9.22,92,0.2,0.075,1.2,10.1,45,74.63,Buena,1
744,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2019//10/13,2019//10/13,19.9,6.9,9.22,77,0.3,0.024,1.2,11.5,37,74.84,Buena,1
745,RIO UPANO,-2.400588012,-78.1443607,P1,2019//11/10,2019//11/10,24.1,7.4,9.22,110,0.91,0.28,0.88,11.56,44,68.52,Regular,2
746,RIO UPANO,-2.507369695,-78.14980472,P2,2020//01/03,2020//01/03,23.4,7.2,9.19,127,0.23,0.19,0.78,10.4,44,72.53,Buena,1
747,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2020//01/04,2020//01/04,19.1,7.7,9.29,80,0.11,0.02,0.74,11.7,43,75.23,Buena,1
748,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2020//01/10,2020//01/10,19.6,6.7,9.14,73,0.22,0.08,0.79,10.8,21,75.41,Buena,1
749,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2020//03/04,2020//03/04,19.9,6.9,9.24,85,0.31,0.07,0.98,10.9,39,74.48,Buena,1
750,RIO UPANO,-2.400588012,-78.1443607,P1,2020//03/10,2020//03/10,20.2,7.3,9.15,90,0.411,0.6,0.7,11.1,39,66.99,Regular,2
751,RIO UPANO,-2.507369695,-78.14980472,P2,2020//04/10,2020//04/10,20.6,7.3,9.14,110,0.51,0.25,0.89,12.22,34,70.38,Buena,1
752,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2020//04/15,2020//04/15,21.7,7.3,9.24,120,0.61,0.04,0.93,9.32,51,75.29,Buena,1
753,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2020//04/25,2020//04/25,21.9,6.9,9.34,115,0.71,0.03,1.1,8.72,76,74.1,Buena,1
754,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2020//05/07,2020//05/07,22.2,7.3,9.34,110,0.81,0.02,1.3,9.15,71,74.42,Buena,1
755,RIO UPANO,-2.400588012,-78.1443607,P1,2020//05/10,2020//05/10,21.5,6.9,9.47,83,0.81,0.1,1.7,10.15,51,72.7,Buena,1
756,RIO UPANO,-2.507369695,-78.14980472,P2,2020//06/03,2020//06/03,22.7,6.9,9.14,90,0.11,0.21,1.5,11.25,41,71.53,Buena,1
757,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2020//06/04,2020//06/04,22.2,7.3,9.24,93,0.91,0.04,1.3,10.75,69,72.85,Buena,1
758,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2020//07/10,2020//07/10,19.9,7.4,9.14,102,0.11,0.02,1.1,11.25,75,74.27,Buena,1
759,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2020//07/15,2020//07/15,19.8,7.1,9.04,110,0.41,0.01,1.2,12.5,65,72.97,Buena,1
760,RIO UPANO,-2.400588012,-78.1443607,P1,2020//08/10,2020//08/10,19.7,6.8,9.02,115,0.21,0.12,0.77,11.81,55,71.81,Buena,1
761,RIO UPANO,-2.507369695,-78.14980472,P2,2020//08/15,2020//08/15,21.2,6.7,9.14,99,0.21,0.22,0.99,10.5,61,70.22,Buena,1
762,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2020//08/20,2020//08/20,21.7,6.8,9.34,87,0.11,0.02,1.2,10.5,79,73.5,Buena,1
763,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2020//10/10,2020//10/10,21.6,6.9,9.24,92,0.11,0.07,1.2,10.5,45,74.56,Buena,1
764,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2020//10/13,2020//10/13,22.1,6.9,9.24,77,0.31,0.05,1.2,11.5,34,74.4,Buena,1
765,RIO UPANO,-2.400588012,-78.1443607,P1,2020//11/10,2020//11/10,23.5,7.2,9.24,110,0.91,0.26,0.88,11.55,43,69.01,Regular,2
766,RIO UPANO,-2.507369695,-78.14980472,P2,2021//01/03,2021//01/03,22.7,7.1,9.14,127,0.21,0.17,0.78,10.93,44,72.57,Buena,1
767,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2021//01/04,2021//01/04,23.8,7.1,9.17,80,0.12,0.05,0.74,11.82,45,74.12,Buena,1
768,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2021//01/10,2021//01/10,22.1,6.8,9.27,73,0.22,0.05,0.79,10.5,21,76.21,Buena,1
769,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2021//03/04,2021//03/04,22.5,6.8,9.27,85,0.32,0.02,0.98,10.5,33,76.29,Buena,1
770,RIO UPANO,-2.400588012,-78.1443607,P1,2021//03/10,2021//03/10,21.4,7.2,9.17,90,0.42,0.41,0.7,11.35,33,68.54,Regular,2
771,RIO UPANO,-2.507369695,-78.14980472,P2,2021//04/10,2021//04/10,21.7,7.2,9.17,110,0.52,0.21,0.89,12.22,35,71.01,Buena,1
772,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2021//04/15,2021//04/15,21.5,7.3,9.27,120,0.62,0.08,0.93,9.33,57,74.37,Buena,1
773,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2021//04/25,2021//04/25,22.4,6.8,9.37,115,0.72,0.08,1.1,8.75,76,72.86,Buena,1
774,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2021//05/07,2021//05/07,22.9,7.1,9.37,110,0.82,0.08,1.3,9.15,71,73.26,Buena,1
775,RIO UPANO,-2.400588012,-78.1443607,P1,2021//05/10,2021//05/10,21.3,6.8,9.47,83,0.92,0.31,1.7,10.15,51,67.68,Regular,2
776,RIO UPANO,-2.507369695,-78.14980472,P2,2021//06/03,2021//06/03,21.7,6.8,9.17,90,0.12,0.22,1.5,11.25,41,71.03,Buena,1
777,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2021//06/04,2021//06/04,22.6,7.7,9.27,93,0.9,0.01,1.3,10.75,61,73.4,Buena,1
778,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2021//07/10,2021//07/10,21.5,7.6,9.17,102,0.1,0.04,1.1,11.25,72,73.85,Buena,1
779,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2021//07/15,2021//07/15,21.9,7.7,9.07,110,0.42,0.07,1.2,12.5,64,71.98,Buena,1
780,RIO UPANO,-2.400588012,-78.1443607,P1,2021//08/10,2021//08/10,23.1,6.8,9.07,115,0.22,0.13,0.77,11.6,55,71.52,Buena,1
781,RIO UPANO,-2.507369695,-78.14980472,P2,2021//08/15,2021//08/15,22.7,6.8,9.17,99,0.22,0.2,0.99,10.6,67,70.57,Buena,1
782,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2021//08/20,2021//08/20,21.4,6.8,9.37,87,0.11,0.01,1.2,10.6,78,73.6,Buena,1
783,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2021//10/10,2021//10/10,21.5,7.3,9.27,92,0.11,0.05,1.2,10.6,49,75.17,Buena,1
784,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2021//10/13,2021//10/13,21.9,7.2,9.27,77,0.32,0.08,1.2,11.65,33,74.39,Buena,1
785,RIO UPANO,-2.400588012,-78.1443607,P1,2021//11/10,2021//11/10,20.9,7.1,9.27,110,0.92,0.29,0.88,11.54,42,68.47,Regular,2
786,RIO UPANO,-2.507369695,-78.14980472,P2,2022//01/03,2022//01/03,21.1,7.1,9.17,127,0.22,0.17,0.78,10.6,41,73.14,Buena,1
787,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2022//01/04,2022//01/04,21.1,7.7,9.27,80,0.13,0.05,0.74,11.45,43,74.76,Buena,1
788,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2022//01/10,2022//01/10,19.6,6.6,9.17,73,0.23,0.01,0.79,10.22,25,76.14,Buena,1
789,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2022//03/04,2022//03/04,19.5,6.8,9.27,85,0.33,0.02,0.98,10.91,38,74.9,Buena,1
790,RIO UPANO,-2.400588012,-78.1443607,P1,2022//03/10,2022//03/10,20.1,7.2,9.17,90,0.43,0.3,0.7,11.34,38,69.72,Regular,2
791,RIO UPANO,-2.507369695,-78.14980472,P2,2022//04/10,2022//04/10,20.2,7.1,9.17,110,0.53,0.24,0.89,12.29,37,70.22,Buena,1
792,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2022//04/15,2022//04/15,21.2,7.4,9.27,120,0.63,0.04,0.93,9.31,52,75.33,Buena,1
793,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2022//04/25,2022//04/25,21.3,6.7,9.37,115,0.73,0.01,1.1,8.78,72,73.74,Buena,1
794,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2022//05/07,2022//05/07,22.4,7,9.37,110,0.83,0.02,1.3,9.11,72,74.11,Buena,1
795,RIO UPANO,-2.400588012,-78.1443607,P1,2022//05/10,2022//05/10,21.7,6.9,9.47,83,0.93,0.34,1.7,10.12,51,67.4,Regular,2
796,RIO UPANO,-2.507369695,-78.14980472,P2,2022//06/03,2022//06/03,22.9,6.8,9.14,90,0.13,0.23,1.5,11.22,42,70.66,Buena,1
797,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2022//06/04,2022//06/04,22.1,7,9.24,93,0.93,0.02,1.3,10.74,68,72.92,Buena,1
798,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2022//07/10,2022//07/10,19.8,7.4,9.14,102,0.13,0.06,1.1,11.21,79,73.55,Buena,1
799,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2022//07/15,2022//07/15,19.8,7.1,9.01,110,0.4,0.03,1.2,12.24,69,72.76,Buena,1
800,RIO UPANO,-2.400588012,-78.1443607,P1,2022//08/10,2022//08/10,19.6,6.9,9.07,115,0.2,0.13,0.77,11.84,59,71.82,Buena,1
801,RIO UPANO,-2.507369695,-78.14980472,P2,2022//08/15,2022//08/15,21.7,6.9,9.17,99,0.23,0.23,0.99,10.64,69,70.26,Buena,1
802,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2022//08/20,2022//08/20,21.9,7.1,9.37,87,0.13,0.03,1.2,10.54,80,74.02,Buena,1
803,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2022//10/10,2022//10/10,21.6,7,9.27,92,0.13,0.02,1.2,10.34,47,75.65,Buena,1
804,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2022//10/13,2022//10/13,22.1,7.1,9.7,77,0.33,0.07,1.2,11.27,35,74.32,Buena,1
805,RIO UPANO,-2.400588012,-78.1443607,P1,2022//11/10,2022//11/10,23.5,7.2,9.27,110,0.93,0.23,0.88,11.52,49,69.38,Regular,2
806,RIO UPANO,-2.507369695,-78.14980472,P2,2023//01/03,2023//01/03,22.1,7.1,9.17,127,0.23,0.13,0.78,10.91,49,73.09,Buena,1
807,RIO TUTANANGOZA,-2.513867586,-78.37657422,P1,2023//01/04,2023//01/04,21.4,7.4,9.18,80,0.1,0.04,0.74,11.82,46,74.73,Buena,1
808,RIO TUTANANGOZA,-2.5035468,-78.3405496,P2,2023//01/10,2023//01/10,22.3,7.5,9.22,73,0.21,0.02,0.79,10.22,28,77.37,Buena,1
809,RIO TUTANANGOZA,-2.490667758,-78.22217165,P3,2023//02/10,2023//02/10,23.1,7.4,9.09,85,0.39,0.04,0.98,10.91,35,75.48,Buena,1
810,RIO INDANZA,-3.089562134,-78.39654933,P1,2018//02/11,2018//02/11,21,6.6,7.1,70,3.8,0.03,1.5,10.05,530,61.22,Regular,2
811,RIO INDANZA,-3.090125975,-78.3965039,P2,2018//06/03,2018//06/03,21.5,6.6,8.5,74,3.9,0.07,1.3,11.01,528,61.47,Regular,2
812,RIO INDANZA,-3.089562134,-78.39654933,P1,2018//06/06,2018//06/06,20,6.8,8.9,78,3.7,0.09,1,10.1,530,62.69,Regular,2
813,RIO INDANZA,-3.090125975,-78.3965039,P2,2018//10/05,2018//10/05,20.5,6.6,8,75,5.8,0.09,1.5,10.5,535,59.42,Regular,2
814,RIO INDANZA,-3.089562134,-78.39654933,P1,2018//10/07,2018//10/07,20.1,7,8.1,80,4,0.07,1.3,10.6,838,61.19,Regular,2
815,RIO INDANZA,-3.090125975,-78.3965039,P2,2018//12/01,2018//12/01,20.3,7.2,6.5,79,4.7,0.07,1.1,10.2,540,59.96,Regular,2
816,RIO INDANZA,-3.089562134,-78.39654933,P1,2018//12/10,2018//12/10,21.3,6.8,6.7,76,5.9,0.08,1.6,10.1,644,58.24,Regular,2
817,RIO INDANZA,-3.090125975,-78.3965039,P2,2019//01/05,2019//01/05,21.6,6.5,7.5,73,5.8,0.09,1.9,10.4,639,58.33,Regular,2
818,RIO INDANZA,-3.089562134,-78.39654933,P1,2019//01/08,2019//01/08,20.1,6.9,7.3,71,4.9,1,2,10.6,736,51.53,Regular,2
819,RIO INDANZA,-3.090125975,-78.3965039,P2,2019//04/05,2019//04/05,20.5,7.1,8.1,69,5.9,0.08,1.5,11,733,59.58,Regular,2
820,RIO INDANZA,-3.089562134,-78.39654933,P1,2019//04/09,2019//04/09,20,6.7,8.7,70,4.7,1.01,1.3,11.3,530,52.66,Regular,2
821,RIO INDANZA,-3.090125975,-78.3965039,P2,2019//08/05,2019//08/05,20.6,6.9,8.9,73,3.8,0.04,1.8,11.2,529,62.75,Regular,2
822,RIO INDANZA,-3.089562134,-78.39654933,P1,2019//08/07,2019//08/07,19.9,7.1,8.9,72,6,0.09,2,11.4,526,60.35,Regular,2
823,RIO INDANZA,-3.090125975,-78.3965039,P2,2019//12/03,2019//12/03,20.1,7,7.2,75,4.1,1,1.9,10.9,529,54.09,Regular,2
824,RIO INDANZA,-3.089562134,-78.39654933,P1,2019//12/05,2019//12/05,21.1,6.8,7.4,77,3.9,0.08,1.6,10.7,630,60.62,Regular,2
825,RIO INDANZA,-3.090125975,-78.3965039,P2,2020//02/03,2020//02/03,21.5,6.5,8.6,79,5.8,0.9,1.3,10.2,631,51.9,Regular,2
826,RIO INDANZA,-3.089562134,-78.39654933,P1,2020//02/04,2020//02/04,21.3,6.6,8.9,100,4.7,0.07,1.5,10.9,635,60.35,Regular,2
827,RIO INDANZA,-3.090125975,-78.3965039,P2,2020//06/02,2020//06/02,20.9,6.7,7.7,83,5.9,0.07,1.3,11.1,637,58.77,Regular,2
828,RIO INDANZA,-3.089562134,-78.39654933,P1,2020//06/04,2020//06/04,20.7,6.9,7,78,3.9,0.08,1,11.4,559,60.19,Regular,2
829,RIO INDANZA,-3.090125975,-78.3965039,P2,2020//10/02,2020//10/02,20.9,6.5,6.5,105,5.8,0.08,1.3,11.6,561,56.32,Regular,2
830,RIO INDANZA,-3.089562134,-78.39654933,P1,2020//10/03,2020//10/03,20.2,7.3,6.8,72,5.7,0.09,1.4,11.9,538,58.31,Regular,2
831,RIO INDANZA,-3.090125975,-78.3965039,P2,2021//02/01,2021//02/01,20.5,7.1,6.9,70,4.7,1.01,1.3,12,543,51.45,Regular,2
832,RIO INDANZA,-3.089562134,-78.39654933,P1,2021//02/03,2021//02/03,20.9,6.9,8.4,110,5.9,0.05,1.5,11.6,636,59.74,Regular,2
833,RIO INDANZA,-3.090125975,-78.3965039,P2,2021//06/04,2021//06/04,21,6.7,8.7,71,3.8,0.06,1.7,11.2,632,61.4,Regular,2
834,RIO INDANZA,-3.089562134,-78.39654933,P1,2021//06/06,2021//06/06,19.8,6.8,8,99,6,0.07,1.8,10.9,731,58.76,Regular,2
835,RIO INDANZA,-3.090125975,-78.3965039,P2,2021//10/02,2021//10/02,19.9,6.5,8.8,101,6.1,0.08,1.9,10.8,735,58.16,Regular,2
836,RIO INDANZA,-3.089562134,-78.39654933,P1,2021//10/04,2021//10/04,20.3,6.6,7.5,79,5.3,0.07,1.9,10.6,631,59.01,Regular,2
837,RIO INDANZA,-3.090125975,-78.3965039,P2,2022//02/02,2022//02/02,20.5,6.9,7.9,76,4.1,0.09,1.6,10.3,628,61.43,Regular,2
838,RIO INDANZA,-3.089562134,-78.39654933,P1,2022//02/03,2022//02/03,20.9,7,8.9,100,3.9,0.04,1.3,14,626,60.57,Regular,2
839,RIO INDANZA,-3.090125975,-78.3965039,P2,2022//06/01,2022//06/01,20.6,7.2,7.7,69,4.8,0.05,1.2,10.3,629,61.65,Regular,2
840,RIO INDANZA,-3.089562134,-78.39654933,P1,2022//06/03,2022//06/03,20.2,7.1,8.9,70,5.8,0.04,1.1,10.6,530,61.83,Regular,2
841,RIO INDANZA,-3.090125975,-78.3965039,P2,2022//10/02,2022//10/02,19.9,6.9,8.2,73,4.7,0.09,1.7,10.8,532,61.23,Regular,2
842,RIO INDANZA,-3.089562134,-78.39654933,P1,2022//10/04,2022//10/04,21.1,6.6,7.6,74,5.9,0.09,1.4,11.1,736,57.79,Regular,2
843,RIO INDANZA,-3.090125975,-78.3965039,P2,2023//01/04,2023//01/04,20.9,6.8,6.9,89,5.5,0.06,1.5,11.4,738,57.87,Regular,2
844,RIO INDANZA,-3.089562134,-78.39654933,P1,2023//01/05,2023//01/05,20.5,6.8,6.9,71,4.9,0.08,1.6,11.8,539,58.68,Regular,2
845,RIO INDANZA,-3.090125975,-78.3965039,P2,2023//02/12,2023//02/12,20.8,6.6,7,73,4.8,0.07,2.1,11.9,542,58.38,Regular,2
